ExecutionDate,ForecastDate,Horizon,RMSE_Row
1956-11-01,1957-12-01,13,0.2665075516360824
1956-11-01,1958-01-01,14,0.3030851052352199
1956-11-01,1958-02-01,15,1.2424819751632172
1956-11-01,1958-03-01,16,1.4430128037965326
1956-11-01,1958-04-01,17,1.6559814388242486
1956-11-01,1958-05-01,18,1.8436189406109258
1956-11-01,1958-06-01,19,1.9437195699066012
1956-11-01,1958-07-01,20,1.7969424336429127
1956-11-01,1958-08-01,21,0.9439751850792133
1956-11-01,1958-09-01,22,0.20566260366231326
1956-11-01,1958-10-01,23,0.02218742249159389
1956-11-01,1958-11-01,24,0.00460203893931066
1956-11-01,1958-12-01,25,0.13345367120281404
1956-11-01,1959-01-01,26,0.1707643137721715
1956-11-01,1959-02-01,27,0.1178989961612893
1956-11-01,1959-03-01,28,0.22217724827083307
1956-11-01,1959-04-01,29,0.38018849000478516
1956-11-01,1959-05-01,30,0.319866886545463
1956-11-01,1959-06-01,31,0.6231613613250149
1956-11-01,1959-07-01,32,0.6945451690573119
1956-11-01,1959-08-01,33,0.8682792913905857
1956-11-01,1959-09-01,34,1.5436840114801793
1956-11-01,1959-10-01,35,1.5324409308202682
1956-11-01,1959-11-01,36,1.6123149266383274
1956-11-01,1959-12-01,37,1.9523598254482035
1956-11-01,1960-01-01,38,1.8373041139418027
1956-11-01,1960-02-01,39,1.4383143868265593
1956-11-01,1960-03-01,40,0.7799320617213379
1956-11-01,1960-04-01,41,0.7285979339175608
1956-11-01,1960-05-01,42,0.789838526222602
1956-11-01,1960-06-01,43,0.0835189719498195
1956-11-01,1960-07-01,44,0.200515025985752
1956-11-01,1960-08-01,45,0.22705202602544095
1956-11-01,1960-09-01,46,0.03331594623394363
1956-11-01,1960-10-01,47,0.21627376200156112
1956-11-01,1960-11-01,48,0.15109038346796044
1956-11-01,1960-12-01,49,0.28276879093353813
1956-11-01,1961-01-01,50,0.2969917259173003
1956-11-01,1961-02-01,51,0.11918970582267052
1956-11-01,1961-03-01,52,0.13734861989629543
1956-11-01,1961-04-01,53,0.21037613064935323
1956-11-01,1961-05-01,54,0.19228507826718877
1956-11-01,1961-06-01,55,0.17765973610667718
1956-11-01,1961-07-01,56,0.28417752507940097
1956-11-01,1961-08-01,57,0.13431030142837042
1956-11-01,1961-09-01,58,0.2240732903989553
1956-11-01,1961-10-01,59,0.18554560612686188
1956-11-01,1961-11-01,60,0.01649703541408165
1956-09-01,1956-10-01,1,0.11344575539282786
1956-09-01,1956-11-01,2,0.09340459161546466
1956-09-01,1956-12-01,3,0.10655132025120784
1956-09-01,1957-01-01,4,0.008821637906843982
1956-09-01,1957-02-01,5,0.014304049209841185
