Maturity (Years),Execution Date,Horizon (Years),Metric,Value
8.0,2003-09-01,3.0,R-Squared,-11.454592291805398
8.0,2003-09-01,4.0,RMSE,0.013349156600695578
8.0,2003-09-01,4.0,R-Squared,-10.110412208909201
8.0,2003-09-01,5.0,RMSE,0.013463273120395325
8.0,2003-09-01,5.0,R-Squared,-10.11825526266553
9.0,2003-09-01,0.5,RMSE,0.0030743628559896955
9.0,2003-09-01,0.5,R-Squared,-2.9907327915237323
9.0,2003-09-01,1.0,RMSE,0.004157762611726861
9.0,2003-09-01,1.0,R-Squared,-6.953925527627636
9.0,2003-09-01,2.0,RMSE,0.011559391904495933
9.0,2003-09-01,2.0,R-Squared,-6.179520200640959
9.0,2003-09-01,3.0,RMSE,0.013298880301752228
9.0,2003-09-01,3.0,R-Squared,-10.87081188008593
9.0,2003-09-01,4.0,RMSE,0.013465379780535629
9.0,2003-09-01,4.0,R-Squared,-11.04042793915891
9.0,2003-09-01,5.0,RMSE,0.013629727829613922
9.0,2003-09-01,5.0,R-Squared,-11.721929724472416
10.0,2003-09-01,0.5,RMSE,0.0028757730991815548
10.0,2003-09-01,0.5,R-Squared,-3.084321796679374
10.0,2003-09-01,1.0,RMSE,0.0039951366183577
10.0,2003-09-01,1.0,R-Squared,-7.054291422362466
10.0,2003-09-01,2.0,RMSE,0.011350247141991633
10.0,2003-09-01,2.0,R-Squared,-5.914905139255431
10.0,2003-09-01,3.0,RMSE,0.013253210668958192
10.0,2003-09-01,3.0,R-Squared,-10.52280100306696
10.0,2003-09-01,4.0,RMSE,0.013509767985751047
10.0,2003-09-01,4.0,R-Squared,-11.410487874042992
10.0,2003-09-01,5.0,RMSE,0.01370429917726872
10.0,2003-09-01,5.0,R-Squared,-12.50776749285367
0.25,2003-06-01,0.5,RMSE,0.0028342550093029316
0.25,2003-06-01,0.5,R-Squared,-216.56549238588175
0.25,2003-06-01,1.0,RMSE,0.005573400274407057
0.25,2003-06-01,1.0,R-Squared,-127.2839097145984
0.25,2003-06-01,2.0,RMSE,0.008862866511320417
0.25,2003-06-01,2.0,R-Squared,-507.7484203043984
0.25,2003-06-01,3.0,RMSE,0.010387640754055768
0.25,2003-06-01,3.0,R-Squared,-18.060306211198984
0.25,2003-06-01,4.0,RMSE,0.009583926843790216
0.25,2003-06-01,4.0,R-Squared,-1.1301526145177152
0.25,2003-06-01,5.0,RMSE,0.009295367813763182
0.25,2003-06-01,5.0,R-Squared,-0.3997080895613807
0.5,2003-06-01,0.5,RMSE,0.002988478116210672
0.5,2003-06-01,0.5,R-Squared,-33.055657007120324
0.5,2003-06-01,1.0,RMSE,0.006125012001095809
0.5,2003-06-01,1.0,R-Squared,-68.31009218156407
0.5,2003-06-01,2.0,RMSE,0.009482756808961506
0.5,2003-06-01,2.0,R-Squared,-233.30425117623193
0.5,2003-06-01,3.0,RMSE,0.010635955338834869
0.5,2003-06-01,3.0,R-Squared,-11.744625506150788
0.5,2003-06-01,4.0,RMSE,0.009683649494273174
0.5,2003-06-01,4.0,R-Squared,-0.9173536912485689
0.5,2003-06-01,5.0,RMSE,0.009204089178986076
0.5,2003-06-01,5.0,R-Squared,-0.22609116399792661
1.0,2003-06-01,0.5,RMSE,0.0027177537390259093
1.0,2003-06-01,0.5,R-Squared,-3.8490530654244512
1.0,2003-06-01,1.0,RMSE,0.006258670148600757
1.0,2003-06-01,1.0,R-Squared,-18.032354811247746
1.0,2003-06-01,2.0,RMSE,0.009832175690606789
1.0,2003-06-01,2.0,R-Squared,-62.30515709632711
