Maturity (Years),Execution Date,Horizon (Years),Metric,Value
0.25,1998-12-01,3.0,R-Squared,0.32314508260287167
0.25,1998-12-01,4.0,RMSE,0.009643224009240928
0.25,1998-12-01,4.0,R-Squared,-0.6168347166618493
0.25,1998-12-01,5.0,RMSE,0.014893907473099939
0.25,1998-12-01,5.0,R-Squared,-1.7476781300150583
0.5,1998-12-01,0.5,RMSE,0.006635429654692527
0.5,1998-12-01,0.5,R-Squared,-11.764052865841046
0.5,1998-12-01,1.0,RMSE,0.006064205609782984
0.5,1998-12-01,1.0,R-Squared,-2.955501318920127
0.5,1998-12-01,2.0,RMSE,0.005904734134517546
0.5,1998-12-01,2.0,R-Squared,0.5529641710573925
0.5,1998-12-01,3.0,RMSE,0.006650966077535759
0.5,1998-12-01,3.0,R-Squared,0.30591061756532256
0.5,1998-12-01,4.0,RMSE,0.009624799720491298
0.5,1998-12-01,4.0,R-Squared,-0.6467257493372305
0.5,1998-12-01,5.0,RMSE,0.01519716528426549
0.5,1998-12-01,5.0,R-Squared,-1.73704580507688
1.0,1998-12-01,0.5,RMSE,0.006108488342634474
1.0,1998-12-01,0.5,R-Squared,-17.46031511735701
1.0,1998-12-01,1.0,RMSE,0.00543112746511228
1.0,1998-12-01,1.0,R-Squared,-1.6923614460208904
1.0,1998-12-01,2.0,RMSE,0.005531992121811852
1.0,1998-12-01,2.0,R-Squared,0.6044664662130529
1.0,1998-12-01,3.0,RMSE,0.006763126117750121
1.0,1998-12-01,3.0,R-Squared,0.2519313380253212
1.0,1998-12-01,4.0,RMSE,0.009673757907630268
